codeAiot;raisonSociale;adresse1;adresse2;adresse3;codePostal;codeInsee;commune;codeNaf;numeroSiret;coordonneeX;coordonneeY;systemeCoordonnees;longitude;latitude;bovins;porcs;volailles;carriere;eolienne;industrie;prioriteNationale;statutSeveso;ied;serviceAiot;etatActivite;regimeVigueur;url;structure;etablissement;libelle_complet;nom_commune;epci_siren;epci_nom
0053320787;SAS CHATEAU MILORD;1, Mylord;;;33420;33194;Grézillac;01;79815498500013;443816;6417458;2154;-0.240952;44.808954;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053320787;SAS CHATEAU MILORD;;SAS CHATEAU MILORD;Grézillac;243301454;CC Castillon/Pujols
0053325662;LES DOMAINES HENRI MARTIN;Château Gloria;;;33250;33423;Saint-Julien-Beychevelle;01;30461504000017;405995;6456801;2154;-0.742327;45.147788;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053325662;LES DOMAINES HENRI MARTIN;;LES DOMAINES HENRI MARTIN;Saint-Julien-Beychevelle;200069995;CC Médoc Coeur de Presqu'île
0005207593;SMITOM Centre Médoc;Mézi;;;33480;33022;Avensan;;;404138;6444251;2154;-0.758331;45.034122;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207593;SMITOM Centre Médoc;;SMITOM Centre Médoc;Avensan;243301389;CC Médullienne
0005201342;MANUSTOCK - Le Teich;rue de la côte d'Argent;;;33470;33527;Le Teich;;;381147;6400921;2154;-1.021884;44.634289;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201342;MANUSTOCK;Le Teich;MANUSTOCK — Le Teich;Le Teich;243300563;CA Bassin d'Arcachon Sud (COBAS)
0005208202;LAFARGE GRANULATS (LG);Barban Est;;;33650;33501;Saucats;68;56211088202144;413808;6396487;2154;-0.607964;44.608618;false;false;false;true;false;false;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208202;LAFARGE GRANULATS (LG);Saucats;LAFARGE GRANULATS (LG) — Saucats;Saucats;243301264;CC de Montesquieu
0005213872;JML BATIMENTS - ISDI;Lieu dit Paluets';;;33190;33254;Loupiac-de-la-Réole;;40418700700012;457901;6388593;2154;-0.048855;44.554342;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213872;JML BATIMENTS;ISDI;JML BATIMENTS — ISDI;Loupiac-de-la-Réole;200044394;CC du Réolais en Sud Gironde
0003106689;TRIFFAUT Sylvain;32 Route de Lussac;;;33910;33393;Saint-Denis-de-Pile;;37830591600017;448602;6437053;2154;-0.190482;44.986985;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106689;TRIFFAUT Sylvain;;TRIFFAUT Sylvain;Saint-Denis-de-Pile;200070092;CA du Libournais
0053320839;CHATEAU HAUT BERGEY;69 COURS GAMBETTA;;;33850;33238;Léognan;01;32919773500023;414175;6409548;2154;-0.610868;44.726231;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053320839;CHATEAU HAUT BERGEY;;CHATEAU HAUT BERGEY;Léognan;243301264;CC de Montesquieu
0003102473;GUICHON Ludivine;Lieu-dit le Petit Hil Route Départementale n°116E;Parcelle 49 section A;;33720;33197;Guillos;68;49276266100014;420993;6389388;2154;-0.513526;44.547691;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003102473;GUICHON Ludivine;;GUICHON Ludivine;Guillos;200069581;CC Convergence Garonne
0003106229;SOS-AUTO (SARL);ZA PONT DE COTET NORD;;;33620;33439;Saint-Mariens;;44337866600012;431683;6452394;2154;-0.413353;45.118624;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106229;SOS-AUTO (SARL);;SOS-AUTO (SARL);Saint-Mariens;243301181;CC Latitude Nord Gironde
0053315331;LA HAUTE COUTURE DU VIN BY JEAN GUYON;18, ROUTE DE BY;;;33340;33038;Bégadan;01;35256551900050;397441;6482311;2154;-0.866927;45.373511;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315331;LA HAUTE COUTURE DU VIN BY JEAN GUYON;;LA HAUTE COUTURE DU VIN BY JEAN GUYON;Bégadan;200069995;CC Médoc Coeur de Presqu'île
0005208943;SOCIETE COOPERATIVE DE VINIFICATION;;;;33220;33242;Les Lèves-et-Thoumeyragues;;;477835;6412285;2154;0.191354;44.774144;false;false;false;false;false;true;false;Non Seveso;false;DDPP 33;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208943;SOCIETE COOPERATIVE DE VINIFICATION;;SOCIETE COOPERATIVE DE VINIFICATION;Les Lèves-et-Thoumeyragues;243301371;CC du Pays Foyen
0005207770;CANTE Jean-Pierre;lieu-dit Moras;;;33650;33213;La Brède;;;418389;6404524;2154;-0.554849;44.682768;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207770;CANTE Jean-Pierre;;CANTE Jean-Pierre;La Brède;243301264;CC de Montesquieu
0005211648;MARTAS (SA);6 avenue du Colonel Bourgoing;;;33127;33273;Martignas-sur-Jalle;47;34509726500010;401369;6423341;2154;-0.780743;44.844881;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211648;MARTAS (SA);;MARTAS (SA);Martignas-sur-Jalle;243300316;Bordeaux Métropole
0005214233;SAR OCEAN (a supprimer);;;;33130;33039;Bègles;;;420649;6418683;2154;-0.534353;44.811027;false;false;false;false;false;true;false;Non Seveso;false;DDPP 33;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005214233;SAR OCEAN (a supprimer);;SAR OCEAN (a supprimer);Bègles;243300316;Bordeaux Métropole
0053315879;SOCIETE CIVILE DU CHATEAU LESTAGE;CHATEAU LESTAGE;FONREAUD;;33480;33248;Listrac-Médoc;;32262248100016;399740;6449025;2154;-0.817041;45.075158;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315879;SOCIETE CIVILE DU CHATEAU LESTAGE;;SOCIETE CIVILE DU CHATEAU LESTAGE;Listrac-Médoc;243301389;CC Médullienne
0003102095;SCEA DES VIGNOBLES GASSIES GAUTEY;LIEU DIT LE MASSON;;;33420;33298;Moulon;01;35171958800011;445434;6423345;2154;-0.223545;44.862508;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003102095;SCEA DES VIGNOBLES GASSIES GAUTEY;;SCEA DES VIGNOBLES GASSIES GAUTEY;Moulon;200070092;CA du Libournais
0005211986;EARL DES VIGNOBLES ZAUSA;CHATEAU POUYANNE;;;33720;33076;Budos;01;35183561600019;430556;6387366;2154;-0.392157;44.533269;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211986;EARL DES VIGNOBLES ZAUSA;;EARL DES VIGNOBLES ZAUSA;Budos;200069581;CC Convergence Garonne
0100296986;MERIGNAC CENTRE ENERGIES - Réseau de chaleur de Mérignac Centre Energies;AVENUE DU TRUC;;;33700;33281;Mérignac;35;89322383400019;411581;6423161;2154;-0.651539;44.847588;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0100296986;MERIGNAC CENTRE ENERGIES;Réseau de chaleur de Mérignac Centre Energies;MERIGNAC CENTRE ENERGIES — Réseau de chaleur de Mérignac Centre Energies;Mérignac;243300316;Bordeaux Métropole
0005208292;LAFARGE GRANULATS (LG) - IC;Jard des Porchères;;;33230;33166;Le Fieu;08;56211088201575;460190;6442716;2154;-0.04634;45.042053;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208292;LAFARGE GRANULATS (LG);IC — Le Fieu;LAFARGE GRANULATS (LG) — IC — Le Fieu;Le Fieu;200070092;CA du Libournais
0005211060;FACEO FM;25 Avenue Eiffel;;;33600;33318;Pessac;70;33860698100268;409595;6417092;2154;-0.673075;44.792177;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211060;FACEO FM;;FACEO FM;Pessac;243300316;Bordeaux Métropole
0053318668;SCEA CHATEAU HAUT GAUSSENS;;LD  LES GAUSSENS;;33240;33542;Vérac;;42987901800019;437069;6438413;2154;-0.337406;44.994928;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318668;SCEA CHATEAU HAUT GAUSSENS;;SCEA CHATEAU HAUT GAUSSENS;Vérac;243301397;CC du Fronsadais
0005208906;AQUITAINE VEHICULES INDUSTRIELS;Zac de Fieuzal;;;33520;33075;Bruges;;30946788400073;415969;6427126;2154;-0.598348;44.885062;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208906;AQUITAINE VEHICULES INDUSTRIELS;;AQUITAINE VEHICULES INDUSTRIELS;Bruges;243300316;Bordeaux Métropole
0053324941;FRUIDOR;MIN de Brienne;quai de paludate;;33000;33063;Bordeaux;;56208974800254;417958;6423461;2154;-0.571086;44.852911;false;false;false;false;false;true;false;Non Seveso;false;DDPP 33;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324941;FRUIDOR;;FRUIDOR;Bordeaux;243300316;Bordeaux Métropole
0053321067;GAEC RECONNU CHATEAU DES PEYRICHONS;LD LES PEYRICHONS;;;33220;33354;Riocaud;01;38475385100011;478674;6409506;2154;0.203195;44.749408;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053321067;GAEC RECONNU CHATEAU DES PEYRICHONS;;GAEC RECONNU CHATEAU DES PEYRICHONS;Riocaud;243301371;CC du Pays Foyen
0100002096;Société Départementale des Carrières;193 avenue Marcel Dassault;;;33700;33281;Mérignac;08;69198036100089;405003;6423155;2154;-0.734694;44.844765;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0100002096;Société Départementale des Carrières;;Société Départementale des Carrières;Mérignac;243300316;Bordeaux Métropole
0005212741;BORDEAUX METROPOLE;Station d'épuration de Sabarèges;Rue de Sabarèges;;33440;33003;Ambarès-et-Lagrave;84;24330031600011;423422;6431497;2154;-0.50651;44.927394;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212741;BORDEAUX METROPOLE;Ambarès-et-Lagrave;BORDEAUX METROPOLE — Ambarès-et-Lagrave;Ambarès-et-Lagrave;243300316;Bordeaux Métropole
0053326697;GOYON FREDERIC;DOMAINE DE TOURELOURE;21 CHE DE LAROCHE;;33370;33554;Yvrac;01;43843488800022;425807;6426620;2154;-0.473594;44.884476;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326697;GOYON FREDERIC;;GOYON FREDERIC;Yvrac;243301249;CC Les Rives de la Laurence
0005207555;MAIRIE - Cussac Fort Médoc;Moulin de Beyron;;;33460;33146;Cussac-Fort-Médoc;;21330146800012;406660;6452995;2154;-0.731587;45.11384;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207555;MAIRIE - Cussac Fort Médoc;;MAIRIE - Cussac Fort Médoc;Cussac-Fort-Médoc;243301447;CC Médoc Estuaire
0003103877;EARL VIGNOBLES JEAN MARIE BOULDY;CHATEAU BELLEGRAVE;;;33500;33328;Pomerol;01;42085860700013;447354;6430872;2154;-0.203123;44.930924;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103877;EARL VIGNOBLES JEAN MARIE BOULDY;;EARL VIGNOBLES JEAN MARIE BOULDY;Pomerol;200070092;CA du Libournais
0005208531;TRONEL Armes;311 route de Toulouse;;;33140;33550;Villenave-d'Ornon;;44113269300017;418474;6414422;2154;-0.559406;44.771824;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208531;TRONEL Armes;;TRONEL Armes;Villenave-d'Ornon;243300316;Bordeaux Métropole
0003100057;EARL VIGNOBLES DARRICARRERE;LIEU DIT RIDEL;;;33710;33067;Bourg;01;80361531900016;423498;6443064;2154;-0.512066;45.031467;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100057;EARL VIGNOBLES DARRICARRERE;Bourg;EARL VIGNOBLES DARRICARRERE — Bourg;Bourg;243301223;CC du Grand Cubzaguais
0005203501;SIBELCO FRANCE;Ballion-sud, Le Gouil Peyruc, Litche-sud;;;33830;33042;Belin-Béliet;;68200032800240;401978;6387105;2154;-0.751267;44.519288;false;false;false;true;false;false;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203501;SIBELCO FRANCE;Belin-Béliet — Ballion-sud, Le Gouil Peyruc, Litche-sud;SIBELCO FRANCE — Belin-Béliet — Ballion-sud, Le Gouil Peyruc, Litche-sud;Belin-Béliet;243301405;CC du Val de l'Eyre
0005200999;LAFARGE BETON SUD-OUEST SAS;Le Galus Nord;Impasse Félix Nadar;;33689;33281;Mérignac;23;46620326200012;409790;6423217;2154;-0.674215;44.847344;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200999;LAFARGE BETON SUD-OUEST SAS;;LAFARGE BETON SUD-OUEST SAS;Mérignac;243300316;Bordeaux Métropole
0053326552;EARL BERARD;;BERARD;;33760;33523;Targon;01;33350114600018;442218;6409858;2154;-0.257182;44.739996;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326552;EARL BERARD;;EARL BERARD;Targon;200069599;CC Rurales de l'Entre-Deux-Mers
0053326595;EARL VIGNOBLES STEPHAN MOTUT;CHATEAU REIGNAC DE TIZAC;;;33240;33415;Saint-Gervais;01;41374854200011;428263;6441301;2154;-0.450642;45.0175;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326595;EARL VIGNOBLES STEPHAN MOTUT;;EARL VIGNOBLES STEPHAN MOTUT;Saint-Gervais;243301223;CC du Grand Cubzaguais
0005213526;SARL CHATEAU PEBY-FAUGERES;;;;33330;33396;Saint-Étienne-de-Lisse;01;52913370400013;455713;6424982;2154;-0.094331;44.880936;false;false;false;false;false;false;false;;false;DDPP 33;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213526;SARL CHATEAU PEBY-FAUGERES;;SARL CHATEAU PEBY-FAUGERES;Saint-Étienne-de-Lisse;200035533;CC du Grand Saint Emilionnais
0053324991;PERROT KASSANDRA;8 JOFFRET;;;33133;33179;Galgon;01;53205833600019;441942;6437631;2154;-0.275213;44.98973;false;false;false;false;false;false;false;;false;DDPP 33;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324991;PERROT KASSANDRA;;PERROT KASSANDRA;Galgon;243301397;CC du Fronsadais
0003100791;CANTILLAC JEAN PIERRE - ISDI;Chemin des Carmes;;;33370;33330;Pompignac;01;41274402100012;429148;6422922;2154;-0.429289;44.852527;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100791;CANTILLAC JEAN PIERRE;ISDI;CANTILLAC JEAN PIERRE — ISDI;Pompignac;243301355;CC les Coteaux Bordelais
0005207295;VEOLIA PROPRETE;La Rafette;;;33450;33433;Saint-Loubès;38;46420237300104;427753;6431434;2154;-0.451637;44.928545;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207295;VEOLIA PROPRETE;;VEOLIA PROPRETE;Saint-Loubès;243301249;CC Les Rives de la Laurence
0005200782;CASTAGNE FRERES & Cie;Choudet;1 Tuilerie;;33840;33095;Captieux;16;78186395600012;440374;6361325;2154;-0.255189;44.302778;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200782;CASTAGNE FRERES & Cie;;CASTAGNE FRERES & Cie;Captieux;200043982;CC du Bazadais
0053317650;EARL JULLION;;Beauséjour;;33390;33047;Berson;;37954974400017;421123;6453456;2154;-0.54812;45.123987;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053317650;EARL JULLION;;EARL JULLION;Berson;200023794;CC de Blaye
0003105231;M et Mme SAINT-AUBIN Dylan et Valérie;19 Dauzanet;;;33760;33258;Lugasson;;79811043300017;450126;6411557;2154;-0.158227;44.758171;false;false;false;false;false;false;false;;false;DDPP 33;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003105231;M et Mme SAINT-AUBIN Dylan et Valérie;;M et Mme SAINT-AUBIN Dylan et Valérie;Lugasson;200069599;CC Rurales de l'Entre-Deux-Mers
0053318281;MAISON LE STAR VIGNOBLES & CHATEAUX;ZAE de L'Arbalestrier;BP43;;33220;33324;Pineuilh;46;59725050500034;481902;6419445;2154;0.239564;44.839858;false;false;false;false;false;true;false;Non Seveso;false;DDPP 33;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318281;MAISON LE STAR VIGNOBLES & CHATEAUX;;MAISON LE STAR VIGNOBLES & CHATEAUX;Pineuilh;243301371;CC du Pays Foyen
0005213303;EARL VIGNOBLE LAFOI;168 RUE DE LA CROIX DE LAMBERT;;;33910;33387;Saint-Ciers-d'Abzac;01;33808287800020;441497;6441278;2154;-0.282777;45.022372;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213303;EARL VIGNOBLE LAFOI;;EARL VIGNOBLE LAFOI;Saint-Ciers-d'Abzac;200070092;CA du Libournais
0005212442;B.A TP;8 Lieu dit Le Caud;;;33390;33047;Berson;43;82500722200011;418870;6452708;2154;-0.576315;45.116344;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212442;B.A TP;;B.A TP;Berson;200023794;CC de Blaye
0005200868;SIRECH HOSTIER;Zone Industrielle;;;33360;33234;Latresne;;45520004800029;423611;6416336;2154;-0.495614;44.791104;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200868;SIRECH HOSTIER;;SIRECH HOSTIER;Latresne;243301439;CC des Portes de l'Entre-Deux-Mers
0005200420;SMURFIT WESTROCK  CELLULOSE DU PIN;Usine de Facture;Allée des Fougères;;33380;33051;Biganos;17;57214219800033;384738;6400130;2154;-0.976164;44.628814;false;false;false;false;false;true;true;Non Seveso;true;DREAL NA;En exploitation avec titre;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200420;SMURFIT WESTROCK  CELLULOSE DU PIN;;SMURFIT WESTROCK  CELLULOSE DU PIN;Biganos;243301504;CA du Bassin d'Arcachon Nord (COBAN)
0005201164;CENTRE DE RECUPERATION DU LIBOURNAIS;Les Vergnes;;;33330;33394;Saint-Émilion;38;34183141000012;447451;6426701;2154;-0.199753;44.893437;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201164;CENTRE DE RECUPERATION DU LIBOURNAIS;Saint-Émilion;CENTRE DE RECUPERATION DU LIBOURNAIS — Saint-Émilion;Saint-Émilion;200035533;CC du Grand Saint Emilionnais
0003105482;ANALYTICAL STANDART SOLUTIONS (A2S);295 avenue de Boulac;;;33127;33422;Saint-Jean-d'Illac;72;53088990600034;399075;6419279;2154;-0.807264;44.80736;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0003105482;ANALYTICAL STANDART SOLUTIONS (A2S);;ANALYTICAL STANDART SOLUTIONS (A2S);Saint-Jean-d'Illac;243301165;CC Jalle-Eau-Bourde
0005200416;TRUITE ARGENTIERE;moulin de la cassadotte;;;33380;33051;Biganos;;78177681000017;387426;6401138;2154;-0.942953;44.63909;false;false;false;false;false;true;false;Non Seveso;false;DDPP 33;En exploitation avec titre;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200416;TRUITE ARGENTIERE;;TRUITE ARGENTIERE;Biganos;243301504;CA du Bassin d'Arcachon Nord (COBAN)
0005200298;BARRAS ALAIN;au lieu-dit Le Bardon;;;33500;33015;Arveyres;;33839868800014;442295;6426539;2154;-0.26492;44.890079;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200298;BARRAS ALAIN;;BARRAS ALAIN;Arveyres;200070092;CA du Libournais
0053325711;SCEA DES VIGNOBLES JEAN SORGE;CHATEAU DEYON VALENTIN;;;33460;33517;Soussans;01;39408135000016;409723;6445752;2154;-0.688379;45.049992;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053325711;SCEA DES VIGNOBLES JEAN SORGE;;SCEA DES VIGNOBLES JEAN SORGE;Soussans;243301447;CC Médoc Estuaire
0053316122;SCEV DUVERGNON;La Plagne;;;33570;33342;Puisseguin;;40054878000016;459059;6432467;2154;-0.055657;44.949449;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0053316122;SCEV DUVERGNON;;SCEV DUVERGNON;Puisseguin;200035533;CC du Grand Saint Emilionnais
0005206508;LE CAM C.;77 Avenue de Marcheprime;;;33380;33555;Marcheprime;65;46910802100012;395631;6407366;2154;-0.843438;44.698731;false;false;false;false;false;false;false;;false;DREAL NA;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206508;LE CAM C.;;LE CAM C.;Marcheprime;243301504;CA du Bassin d'Arcachon Nord (COBAN)
0005208957;APPLICATION METALLISATION PEINTURE;Lieu-dit Les Places;;;33640;33007;Arbanats;70;48003395000019;430738;6403122;2154;-0.3984;44.675052;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208957;APPLICATION METALLISATION PEINTURE;;APPLICATION METALLISATION PEINTURE;Arbanats;200069581;CC Convergence Garonne
0005208050;MAIRIE - Latresne;Port de l'Homme;;;33360;33234;Latresne;;;422817;6415626;2154;-0.505244;44.784401;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208050;MAIRIE - Latresne;;MAIRIE - Latresne;Latresne;243301439;CC des Portes de l'Entre-Deux-Mers
0100056253;REY'SCHARK;8 RUE LEON MORIN;;;33600;33318;PESSAC;96;80815245800028;410100;6417438;2154;-0.6669;44.7955;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0100056253;REY'SCHARK;;REY'SCHARK;Pessac;243300316;Bordeaux Métropole
0005206006;SEMA;Les Abatilles;157 Boulevard de la Côte d'Argent;;33120;33009;Arcachon;11;35180609600019;367871;6403236;2154;-1.190583;44.64889;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206006;SEMA;;SEMA;Arcachon;243300563;CA Bassin d'Arcachon Sud (COBAS)
0005212434;EARL DU MOREAU;7 LE BOURG;;;33890;33133;Coubeyrac;01;50809440600016;467231;6413416;2154;0.056885;44.780843;false;false;false;false;false;false;false;;false;DDPP 33;;Autres régimes;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212434;EARL DU MOREAU;;EARL DU MOREAU;Coubeyrac;243301454;CC Castillon/Pujols
0005201298;PENA ENVIRONNEMENT (ex MAGNEN SAS);L'oustalot;;;33710;33500;Samonac;;33231850000011;418918;6447924;2154;-0.572953;45.073333;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201298;PENA ENVIRONNEMENT (ex MAGNEN SAS);;PENA ENVIRONNEMENT (ex MAGNEN SAS);Samonac;200023794;CC de Blaye
0005208816;SOCIETE NETTO-PRESS;15, place des Martyrs de la Résistance;;;33000;33063;Bordeaux;;;417958;6423461;2154;-0.571086;44.852911;false;false;false;false;false;false;false;;false;DREAL NA;;Non ICPE;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208816;SOCIETE NETTO-PRESS;;SOCIETE NETTO-PRESS;Bordeaux;243300316;Bordeaux Métropole
0005206798;SICTOM SUD GIRONDE (ex langonnais);Z.A. de Dumez;;;33210;33227;Langon;38;25330057800015;442700;6387814;2154;-0.239677;44.541888;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En exploitation avec titre;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206798;SICTOM SUD GIRONDE (ex langonnais);;SICTOM SUD GIRONDE (ex langonnais);Langon;200043974;CC du Sud Gironde
0005204787;GERLAND ROUTES-St Michel de Rieufret;Plateforme autoroutière ASF-Autor A62;ST MICHEL DE RIEUFRET;;33720;33452;Saint-Michel-de-Rieufret;45;38407762400011;427940;6397238;2154;-0.430446;44.621041;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Enregistrement;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005204787;GERLAND ROUTES-St Michel de Rieufret;;GERLAND ROUTES-St Michel de Rieufret;Saint-Michel-de-Rieufret;200069581;CC Convergence Garonne
0005207551;MAIRIE - Macau;Cantelaude;;;33460;33262;Macau;;21330262300011;414416;6440256;2154;-0.625628;45.002516;false;false;false;false;false;true;false;Non Seveso;false;DREAL NA;En fin d'exploitation;Autorisation;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207551;MAIRIE - Macau;;MAIRIE - Macau;Macau;243301447;CC Médoc Estuaire
